//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
0
//Season 1+
105	1	0	2	2	1	15	1	"BA. Lancer Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
114	1	0	2	2	1	15	1	"BA. Knight Pants"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
115	1	0	2	2	1	15	1	"BA. Wizard Pants"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
116	1	0	2	2	1	15	1	"BA. Elf Pants"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
117	1	0	2	2	1	15	1	"BA. Summoner Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
118	1	0	2	2	1	15	1	"BA. Magic Pants"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
119	1	0	2	2	1	15	1	"BA. Lord Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
120	1	0	2	2	1	15	1	"BA. Fighter Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
121	1	0	2	2	1	15	1	"BA. Lancer Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
10
//Season 1+
0	1	0	2	2	1	15	1	"Bronze Gloves"		13	0		1		1			34	0	0	1	0		0	1	0	1	1	0	0	0
1	1	0	2	2	1	15	1	"Dragon Gloves"		52	0		1		1			68	0	0	1	0		0	1	0	1	0	0	0	0
2	1	0	2	2	1	15	1	"Pad Gloves"		3	0		1		1			28	0	0	1	0		1	0	0	1	0	0	0	0
3	1	0	2	2	1	15	1	"Legendary Gloves"	44	0		1		1			42	0	0	1	0		1	0	0	1	0	0	0	0
4	1	0	2	2	1	15	1	"Bone Gloves"		14	0		1		1			30	0	0	1	0		1	0	0	1	0	0	0	0
5	1	0	2	2	1	15	1	"Leather Gloves"	4	0		1		1			30	0	0	1	0		0	1	0	1	1	0	1	0
6	1	0	2	2	1	15	1	"Scale Gloves"		22	0		1		1			40	0	0	1	0		0	1	0	1	1	0	1	0
7	1	0	2	2	1	15	1	"Sphinx Gloves"		28	0		1		1			36	0	0	1	0		1	0	0	1	0	0	0	0
8	1	0	2	2	1	15	1	"Brass Gloves"		32	0		1		1			44	0	0	1	0		0	1	0	1	0	0	1	0
9	1	0	2	2	1	15	1	"Plate Gloves"		42	0		1		1			50	0	0	1	0		0	1	0	1	0	0	1	0
10	1	0	2	2	1	15	1	"Vine Gloves"		4	0		1		1			22	0	0	1	0		0	0	1	0	0	0	0	0
11	1	0	2	2	1	15	1	"Silk Gloves"		14	0		1		1			26	0	0	1	0		0	0	1	0	0	0	0	0
12	1	0	2	2	1	15	1	"Wind Gloves"		26	0		1		1			32	0	0	1	0		0	0	1	0	0	0	0	0
13	1	0	2	2	1	15	1	"Spirit Gloves"		38	0		1		1			38	0	0	1	0		0	0	1	0	0	0	0	0
14	1	0	2	2	1	15	1	"Guardian Gloves"	50	0		1		1			45	0	0	1	0		0	0	1	0	0	0	0	0
15	1	0	2	2	1	15	1	"Storm Crow Gloves"	70	0		1		1			80	0	0	1	0		0	0	0	1	0	0	0	0
16	1	0	2	2	1	15	1	"Black Dragon Gloves"	76	0		1		1			74	0	0	1	0		0	1	0	0	0	0	0	0
17	1	0	2	2	1	15	1	"Dark Phoenix Gloves"	86	0		1		1			80	0	0	1	0		0	2	0	0	0	0	0	0
18	1	0	2	2	1	15	1	"Grand Soul Gloves"	70	0		1		1			67	0	0	1	0		2	0	0	0	0	0	0	0
19	1	0	2	2	1	15	1	"Divine Gloves"		72	0		1		1			74	0	0	1	0		0	0	2	0	0	0	0	0
20	1	0	2	2	1	15	1	"Thunder Hawk Gloves"	88	0		1		1			82	0	0	1	0		0	0	0	1	0	0	0	0
21	1	0	2	2	1	15	1	"Great Dragon Gloves"	94	0		1		1			86	0	0	1	0		0	2	0	0	0	0	0	0
22	1	0	2	2	1	15	1	"Dark Soul Gloves"	87	0		1		1			75	0	0	1	0		2	0	0	0	0	0	0	0
23	1	0	2	2	1	15	1	"Hurricane Gloves"	102	0		1		1			90	0	0	1	0		0	0	0	1	0	0	0	0
24	1	0	2	2	1	15	1	"Red Spirit Gloves"	84	0		1		1			80	0	0	1	0		0	0	2	0	0	0	0	0
25	1	0	2	2	1	15	1	"Light Plate Gloves"	42	0		1		1			42	0	0	1	0		0	0	0	0	1	0	0	0
26	1	0	2	2	1	15	1	"Adamantine Gloves"	57	0		1		1			56	0	0	1	0		0	0	0	0	1	0	0	0
27	1	0	2	2	1	15	1	"Dark Steel Gloves"	75	0		1		1			70	0	0	1	0		0	0	0	0	1	0	0	0
28	1	0	2	2	1	15	1	"Dark Master Gloves"	89	0		1		1			78	0	0	1	0		0	0	0	0	1	0	0	0
//Season 2+
29	1	0	2	2	1	15	1	"Dragon Knight Gloves"	114	0		1		1			90	1	0	1	380		0	2	0	0	0	0	0	0
30	1	0	2	2	1	15	1	"Venom Mist Gloves"	111	0		1		1			86	1	0	1	380		2	0	0	0	0	0	0	0
31	1	0	2	2	1	15	1	"Sylphid Ray Gloves"	111	0		1		1			86	1	0	1	380		0	0	2	0	0	0	0	0
32	1	0	2	2	1	15	1	"Volcano Gloves"	127	0		1		1			95	1	0	1	380		0	0	0	1	0	0	0	0
33	1	0	2	2	1	15	1	"Sunlight Gloves"	110	0		1		1			82	1	0	1	380		0	0	0	0	1	0	0	0
34	1	0	2	2	1	15	1	"Ashcrow Gloves"	61	0		1		1			72	0	0	1	0		0	1	0	0	0	0	0	0
35	1	0	2	2	1	15	1	"Eclipse Gloves"	61	0		1		1			54	0	0	1	0		1	0	0	0	0	0	0	0
36	1	0	2	2	1	15	1	"Iris Gloves"		61	0		1		1			59	0	0	1	0		0	0	1	0	0	0	0	0
37	1	0	2	2	1	15	1	"Valiant Gloves"	91	0		1		1			81	0	0	1	0		0	0	0	1	0	0	0	0
38	1	0	2	2	1	15	1	"Glorious Gloves"	91	0		1		1			74	0	0	1	0		0	0	0	0	1	0	0	0
//Season 4+
39	1	0	2	2	1	15	1	"Violent Wind Gloves"	24	0		1		1			36	0	0	1	0		0	0	0	0	0	1	0	0
40	1	0	2	2	1	15	1	"Red Wing Gloves"	44	0		1		1			42	0	0	1	0		0	0	0	0	0	1	0	0
41	1	0	2	2	1	15	1	"Ancient Gloves"	61	0		1		1			54	0	0	1	0		0	0	0	0	0	1	0	0
42	1	0	2	2	1	15	1	"Demonic Gloves"	70	0		1		1			67	0	0	1	0		0	0	0	0	0	2	0	0
43	1	0	2	2	1	15	1	"Storm Blitz Gloves"	87	0		1		1			75	1	0	1	380		0	0	0	0	0	2	0	0
44	1	0	2	2	1	15	1	"Eternal Wing Gloves"	102	0		1		1			86	0	5	0	400		0	0	0	0	0	2	0	0
45	1	0	2	2	1	15	1	"Titan  Gloves"		100	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
46	1	0	2	2	1	15	1	"Brave Gloves"		97	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
47	1	0	2	2	1	15	1	"Phantom  Gloves"	101	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
48	1	0	2	2	1	15	1	"Destroy Gloves"	99	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
49	1	0	2	2	1	15	1	"Seraphim Gloves"	100	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
50	1	0	2	2	1	15	1	"Divine Gloves"		95	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	2	1	15	1	"Royal Gloves"		101	0		1		1			86	0	5	0	400		0	0	0	0	1	0	0	0
52	1	0	2	2	1	15	1	"Hades Gloves"		100	0		1		1			86	0	5	0	400		1	0	0	0	0	0	0	0
53	1	0	2	2	1	15	1	"Succubus Gloves "	142	0		1		1			90	0	5	0	400		0	0	0	0	0	3	0	0
//Season 8+
54	1	0	2	2	1	15	1	"Valhalla Gloves"	142	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
55	1	0	2	2	1	15	1	"Cerberus Gloves"	142	0		1		1			90	0	5	0	400		3	0	0	0	0	0	0	0
56	1	0	2	2	1	15	1	"Erinys Gloves"		142	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
57	1	0	2	2	1	15	1	"Shiva Gloves"		142	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
58	1	0	2	2	1	15	1	"Arch Demon Gloves"	142	0		1		1			90	0	5	0	400		0	0	0	0	3	0	0	0
74	1	0	2	2	1	15	1	"Stormwing Gloves"	142	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
75	1	0	2	2	1	15	1	"Light Lord Gloves"	142	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
76	1	0	2	2	1	15	1	"Magic Knight Gloves"	142	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
//Season 10+
91	1	0	2	2	1	15	1	"Robust Gloves"		140	0		1		1			28	0	0	1	0		0	0	0	0	0	0	0	1
92	1	0	2	2	1	15	1	"Gru hill Gloves"	144	0		1		1			44	0	0	1	0		0	0	0	0	0	0	0	1
93	1	0	2	2	1	15	1	"Princie Gloves"	145	0		1		1			64	0	0	1	0		0	0	0	0	0	0	0	1
94	1	0	2	2	1	15	1	"Hirat Gloves"		147	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
95	1	0	2	2	1	15	1	"Sate Gloves"		142	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
96	1	0	2	2	1	15	1	"Robust Gloves"		150	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
97	1	0	2	2	1	15	1	"Princie Gloves"	136	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
98	1	0	2	2	1	15	1	"BA. Knight Gloves"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
99	1	0	2	2	1	15	1	"BA. Wizard Gloves"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
100	1	0	2	2	1	15	1	"BA. Elf Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
101	1	0	2	2	1	15	1	"BA. Summoner Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
102	1	0	2	2	1	15	1	"BA. Magic Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
103	1	0	2	2	1	15	1	"BA. Lord Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
104	1	0	2	2	1	15	1	"BA. Fighter Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
105	1	0	2	2	1	15	1	"BA. Lancer Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
114	1	0	2	2	1	15	1	"BA. Knight Gloves"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
115	1	0	2	2	1	15	1	"BA. Wizard Gloves"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
116	1	0	2	2	1	15	1	"BA. Elf Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
117	1	0	2	2	1	15	1	"BA. Summoner Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
118	1	0	2	2	1	15	1	"BA. Magic Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
119	1	0	2	2	1	15	1	"BA. Lord Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
120	1	0	2	2	1	15	1	"BA. Fighter Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
121	1	0	2	2	1	15	1	"BA. Lancer Gloves"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
11
//Season 1+
0	1	0	2	2	1	15	1	"Bronze Boots"		12	0		1		1			34	0	0	1	0		0	1	0	1	1	0	0	0
1	1	0	2	2	1	15	1	"Dragon Boots"		54	0		1		1			68	0	0	1	0		0	1	0	1	0	0	0	0
2	1	0	2	2	1	15	1	"Pad Boots"		4	0		1		1			28	0	0	1	0		1	0	0	1	0	0	0	0
3	1	0	2	2	1	15	1	"Legendary Boots"	46	0		1		1			42	0	0	1	0		1	0	0	1	0	0	0	0
4	1	0	2	2	1	15	1	"Bone Boots"		16	0		1		1			30	0	0	1	0		1	0	0	1	0	0	0	0
5	1	0	2	2	1	15	1	"Leather Boots"		5	0		1		1			30	0	0	1	0		0	1	0	1	1	0	1	0
6	1	0	2	2	1	15	1	"Scale Boots"		22	0		1		1			40	0	0	1	0		0	1	0	1	1	0	1	0
7	1	0	2	2	1	15	1	"Sphinx Boots"		30	0		1		1			36	0	0	1	0		1	0	0	1	0	0	0	0
8	1	0	2	2	1	15	1	"Brass Boots"		32	0		1		1			44	0	0	1	0		0	1	0	1	0	0	1	0
9	1	0	2	2	1	15	1	"Plate Boots"		42	0		1		1			50	0	0	1	0		0	1	0	1	0	0	1	0
10	1	0	2	2	1	15	1	"Vine Boots"		5	0		1		1			22	0	0	1	0		0	0	1	0	0	0	0	0
11	1	0	2	2	1	15	1	"Silk Boots"		15	0		1		1			26	0	0	1	0		0	0	1	0	0	0	0	0
12	1	0	2	2	1	15	1	"Wind Boots"		27	0		1		1			32	0	0	1	0		0	0	1	0	0	0	0	0
13	1	0	2	2	1	15	1	"Spirit Boots"		40	0		1		1			38	0	0	1	0		0	0	1	0	0	0	0	0
14	1	0	2	2	1	15	1	"Guardian Boots"	52	0		1		1			45	0	0	1	0		0	0	1	0	0	0	0	0
15	1	0	2	2	1	15	1	"Storm Crow Boots"	72	0		1		1			80	0	0	1	0		0	0	0	1	0	0	0	0
16	1	0	2	2	1	15	1	"Black Dragon Boots"	78	0		1		1			74	0	0	1	0		0	1	0	0	0	0	0	0
17	1	0	2	2	1	15	1	"Dark Phoenix Boots"	93	0		1		1			80	0	0	1	0		0	2	0	0	0	0	0	0
18	1	0	2	2	1	15	1	"Grand Soul Boots"	76	0		1		1			67	0	0	1	0		2	0	0	0	0	0	0	0
19	1	0	2	2	1	15	1	"Divine Boots"		81	0		1		1			74	0	0	1	0		0	0	2	0	0	0	0	0
20	1	0	2	2	1	15	1	"Thunder Hawk Boots"	92	0		1		1			82	0	0	1	0		0	0	0	1	0	0	0	0
21	1	0	2	2	1	15	1	"Great Dragon Boots"	98	0		1		1			86	0	0	1	0		0	2	0	0	0	0	0	0
22	1	0	2	2	1	15	1	"Dark Soul Boots"	95	0		1		1			75	0	0	1	0		2	0	0	0	0	0	0	0
23	1	0	2	2	1	15	1	"Hurricane Boots"	110	0		1		1			90	0	0	1	0		0	0	0	1	0	0	0	0
24	1	0	2	2	1	15	1	"Red Spirit Boots"	87	0		1		1			80	0	0	1	0		0	0	2	0	0	0	0	0
25	1	0	2	2	1	15	1	"Light Plate Boots"	45	0		1		1			42	0	0	1	0		0	0	0	0	1	0	0	0
26	1	0	2	2	1	15	1	"Adamantine Boots"	60	0		1		1			56	0	0	1	0		0	0	0	0	1	0	0	0
27	1	0	2	2	1	15	1	"Dark Steel Boots"	83	0		1		1			70	0	0	1	0		0	0	0	0	1	0	0	0
28	1	0	2	2	1	15	1	"Dark Master Boots"	95	0		1		1			78	0	0	1	0		0	0	0	0	1	0	0	0
//Season 2+
29	1	0	2	2	1	15	1	"Dragon Knight Boots"	119	0		1		1			90	1	0	1	380		0	2	0	0	0	0	0	0
30	1	0	2	2	1	15	1	"Venom Mist Boots"	119	0		1		1			86	1	0	1	380		2	0	0	0	0	0	0	0
31	1	0	2	2	1	15	1	"Sylphid Ray Boots"	119	0		1		1			86	1	0	1	380		0	0	2	0	0	0	0	0
32	1	0	2	2	1	15	1	"Volcano Boots"		131	0		1		1			95	1	0	1	380		0	0	0	1	0	0	0	0
33	1	0	2	2	1	15	1	"Sunlight Boots"	121	0		1		1			82	1	0	1	380		0	0	0	0	1	0	0	0
34	1	0	2	2	1	15	1	"Ashcrow Boots"		68	0		1		1			72	0	0	1	0		0	1	0	0	0	0	0	0
35	1	0	2	2	1	15	1	"Eclipse Boots"		68	0		1		1			54	0	0	1	0		1	0	0	0	0	0	0	0
36	1	0	2	2	1	15	1	"Iris Boots"		68	0		1		1			59	0	0	1	0		0	0	1	0	0	0	0	0
37	1	0	2	2	1	15	1	"Valiant Boots"		98	0		1		1			81	0	0	1	0		0	0	0	1	0	0	0	0
38	1	0	2	2	1	15	1	"Glorious Boots"	98	0		1		1			74	0	0	1	0		0	0	0	0	1	0	0	0
//Season 4+
39	1	0	2	2	1	15	1	"Violent Wind Boots"	26	0		1		1			36	0	0	1	0		0	0	0	0	0	1	0	0
40	1	0	2	2	1	15	1	"Red Wing Boots"	46	0		1		1			42	0	0	1	0		0	0	0	0	0	1	0	0
41	1	0	2	2	1	15	1	"Ancient Boots"		65	0		1		1			54	0	0	1	0		0	0	0	0	0	1	0	0
42	1	0	2	2	1	15	1	"Demonic Boots"		76	0		1		1			67	0	0	1	0		0	0	0	0	0	2	0	0
43	1	0	2	2	1	15	1	"Storm Blitz Boots"	95	0		1		1			75	1	0	1	380		0	0	0	0	0	2	0	0
44	1	0	2	2	1	15	1	"Eternal Wing Boots"	99	0		1		1			86	0	5	0	400		0	0	0	0	0	2	0	0
45	1	0	2	2	1	15	1	"Titan Boots"		96	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
46	1	0	2	2	1	15	1	"Brave Boots"		93	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
47	1	0	2	2	1	15	1	"Phantom Boots"		97	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
48	1	0	2	2	1	15	1	"Destroy Boots"		94	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
49	1	0	2	2	1	15	1	"Seraphim Boots"	97	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
50	1	0	2	2	1	15	1	"Divine Boots"		92	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	2	1	15	1	"Royal Boots"		98	0		1		1			86	0	5	0	400		0	0	0	0	1	0	0	0
52	1	0	2	2	1	15	1	"Hades Boots"		94	0		1		1			86	0	5	0	400		1	0	0	0	0	0	0	0
53	1	0	2	2	1	15	1	"Succubus Boots "	140	0		1		1			90	0	5	0	400		0	0	0	0	0	3	0	0
//Season 6+
59	1	0	2	2	1	15	1	"Sacred Boots"		50	0		1		1			52	0	0	1	0		0	0	0	0	0	0	1	0
60	1	0	2	2	1	15	1	"Storm Hard Boots"	62	0		1		1			68	0	0	1	0		0	0	0	0	0	0	1	0
61	1	0	2	2	1	15	1	"Piercing Boots"	82	0		1		1			82	0	0	1	0		0	0	0	0	0	0	1	0
72	1	0	2	2	1	15	1	"Storm Jahad Boots"	62	0		1		1			255	0	0	1	0		0	0	0	0	0	0	1	0
73	1	0	2	2	1	15	1	"Phoenix Soul Boots"	119	0		1		1			88	0	0	1	0		0	0	0	0	0	0	1	0
//Season 8+
54	1	0	2	2	1	15	1	"Valhalla Boots"	140	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
55	1	0	2	2	1	15	1	"Cerberus Boots"	140	0		1		1			90	0	5	0	400		3	0	0	0	0	0	0	0
56	1	0	2	2	1	15	1	"Erinys Boots"		140	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
57	1	0	2	2	1	15	1	"Shiva Boots"		140	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
58	1	0	2	2	1	15	1	"Arch Demon Boots"	140	0		1		1			90	0	5	0	400		0	0	0	0	3	0	0	0
74	1	0	2	2	1	15	1	"Stormwing Boots"	140	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
75	1	0	2	2	1	15	1	"Light Lord Boots"	140	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
76	1	0	2	2	1	15	1	"Magic Knight Boots"	140	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
//Season 10+
91	1	0	2	2	1	15	1	"Robust Boots"		140	0		1		1			28	0	0	1	0		0	0	0	0	0	0	0	1
92	1	0	2	2	1	15	1	"Gru hill Boots"	144	0		1		1			44	0	0	1	0		0	0	0	0	0	0	0	1
93	1	0	2	2	1	15	1	"Princie Boots"		145	0		1		1			64	0	0	1	0		0	0	0	0	0	0	0	1
94	1	0	2	2	1	15	1	"Hirat Boots"		147	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
95	1	0	2	2	1	15	1	"Sate Boots"		142	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
96	1	0	2	2	1	15	1	"Robust Boots"		150	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
97	1	0	2	2	1	15	1	"Princie Boots"		136	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
98	1	0	2	2	1	15	1	"BA. Knight Boots"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
99	1	0	2	2	1	15	1	"BA. Wizard Boots"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
100	1	0	2	2	1	15	1	"BA. Elf Boots"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
101	1	0	2	2	1	15	1	"BA. Summoner Boots"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
102	1	0	2	2	1	15	1	"BA. Magic Boots"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
103	1	0	2	2	1	15	1	"BA. Lord Boots"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
104	1	0	2	2	1	15	1	"BA. Fighter Boots"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
105	1	0	2	2	1	15	1	"BA. Lancer Boots"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
114	1	0	2	2	1	15	1	"BA. Knight Boots"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
115	1	0	2	2	1	15	1	"BA. Wizard Boots"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
116	1	0	2	2	1	15	1	"BA. Elf Boots"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
117	1	0	2	2	1	15	1	"BA. Summoner Boots"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
118	1	0	2	2	1	15	1	"BA. Magic Boots"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
119	1	0	2	2	1	15	1	"BA. Lord Boots"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
120	1	0	2	2	1	15	1	"BA. Fighter Boots"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
121	1	0	2	2	1	15	1	"BA. Lancer Boots"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name			Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
12
//Season 1+
0	1	0	3	2	1	15	1	"Wings of Elf"			100	0		1		1			200	0	0	0	180		0	0	1	0	0	0	0	0
1	1	0	5	3	1	15	1	"Wings of Heaven"		100	0		1		1			200	0	0	0	180		1	0	0	1	0	0	0	0
2	1	0	5	2	1	15	1	"Wings of Satan"		100	0		1		1			200	0	0	0	180		0	1	0	1	0	0	0	0
3	1	0	5	3	1	15	1	"Wings of Spirits"		150	0		1		1			200	0	0	0	215		0	0	2	0	0	0	0	0
4	1	0	5	3	1	15	1	"Wings of Soul"			150	0		1		1			200	0	0	0	215		2	0	0	0	0	0	0	0
5	1	0	3	3	1	15	1	"Wings of Dragon"		150	0		1		1			200	0	0	0	215		0	2	0	0	0	0	0	0
6	1	0	4	2	1	15	1	"Wings of Darkness"		150	0		1		1			200	0	0	0	215		0	0	0	1	0	0	0	0
7	0	0	1	1	0	0	0	"Orb of Twisting Slash"		47	0		1		1			0	0	0	0	0		0	1	0	1	0	0	0	0
8	0	0	1	1	0	0	0	"Healing Orb"			8	0		1		1			0	0	0	0	0		0	0	1	0	0	0	0	0
9	0	0	1	1	0	0	0	"Orb of Greater Fortitude"	13	0		1		1			0	0	0	0	0		0	0	1	0	0	0	0	0
10	0	0	1	1	0	0	0	"Orb of Greater Damage"		18	0		1		1			0	0	0	0	0		0	0	1	0	0	0	0	0
11	0	0	1	1	0	0	0	"Orb of Summoning"		3	0		1		1			0	0	0	0	0		0	0	1	0	0	0	0	0
12	0	0	1	1	0	0	0	"Orb of Rageful Blow"		78	0		1		1			0	0	0	0	0		0	2	0	0	0	0	0	0
13	0	0	1	1	0	0	0	"Orb of Impale"			20	0		1		1			0	0	0	0	0		0	1	0	1	0	0	0	0
14	0	0	1	1	0	0	0	"Orb of Greater Fortitude"	60	0		1		1			0	0	0	0	0		0	1	0	0	0	0	0	0
15	0	0	1	1	0	0	0	"Jewel of Chaos"		12	0		1		1			0	0	0	0	0		1	1	1	1	1	0	0	0
16	0	0	1	1	0	0	0	"Orb of Fire Slash"		60	0		1		1			0	0	0	0	0		0	0	0	1	0	0	0	0
17	0	0	1	1	0	0	0	"Orb of Penetration"		64	0		1		1			0	0	0	0	0		0	0	1	0	0	0	0	0
18	0	0	1	1	0	0	0	"Orb of Ice Arrow"		81	0		1		1			0	0	0	0	0		0	0	2	0	0	0	0	0
19	0	0	1	1	0	0	0	"Orb of Death Stab"		72	0		1		1			0	0	0	0	0		0	2	0	0	0	0	0	0
21	0	0	1	2	0	0	0	"Scroll of FireBurst"		74	0		1		1			0	0	0	0	0		0	0	0	0	1	0	0	0
22	0	0	1	2	0	0	0	"Scroll of Summon"		98	0		1		1			0	0	0	0	0		0	0	0	0	1	0	0	0
23	0	0	1	2	0	0	0	"Scroll of Critical Damage"	82	0		1		1			0	0	0	0	0		0	0	0	0	1	0	0	0
24	0	0	1	2	0	0	0	"Scroll of Electric Spark"	92	0		1		1			0	0	0	0	0		0	0	0	0	1	0	0	0
//Season 2+
26	0	0	1	1	0	0	0	"Gem of Secret"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
30	0	0	1	1	0	0	0	"Bundle of Jewel of Bless"	25	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
31	0	0	1	1	0	0	0	"Budle of Jewel of Soul"	30	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
32	0	0	1	1	0	0	0	"Box of red ribbon"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
33	0	0	1	1	0	0	0	"Box of green ribbon"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
34	0	0	1	1	0	0	0	"Box of blue ribbon"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
35	0	0	1	2	0	0	0	"Scroll of Fire Scream"		102	0		1		1			0	0	0	0	0		0	0	0	0	1	0	1
//Season 4+
36	1	0	4	3	1	15	1	"Wing of Storm"			150	0		1		1			220	0	0	0	400		0	3	0	0	0	0	0	0
